,Title,Questions,answers
0,Appointing a Solar PV System Contractor | Getting Started | Choosing between bids | ,Why is it a good practice to obtain multiple bids for the installation of a solar PV system?,It is a good practice to obtain multiple bids for the installation of a solar PV system to ensure that consumers get the best deal and that all bids are made on the same basis.
150,Solar PV System Installation Requirements | Get Connected to the Power Grid | No subheader2 | ,What is the process for connecting a solar PV system in parallel to the power grid?,Your appointed LEW will have to consult SP PowerGrid on the connection scheme and technical requirements.
151,Solar PV System Installation Requirements | Get Connected to the Power Grid | No subheader2 | ,Who should be consulted for technical requirements when connecting a solar PV system in parallel to the power grid?,SP PowerGrid should be consulted for technical requirements.
152,Solar PV System Installation Requirements | Get Connected to the Power Grid | No subheader2 | ,Where can I find the Transmission Code?,The Transmission Code is published on EMA's website.
153,Solar PV System Installation Requirements | Get Connected to the Power Grid | No subheader2 | ,Where can I find the Metering Code?,The Metering Code is published on EMA's website.
154,Solar PV System Installation Requirements | Get Connected to the Power Grid | No subheader2 | ,What is SPPG's handbook called?,SPPG's handbook is called 'How to Apply for Electricity Connection'.
155,Solar PV System Installation Requirements | Get Connected to the Power Grid | No subheader2 | ,Where can I find SPPG's handbook?,SPPG's handbook is published on SP PowerAsset's website.
156,Solar PV System Installation Requirements | Get Connected to the Power Grid | No subheader2 | ,What is the purpose of consulting SP PowerGrid when connecting a solar PV system in parallel to the power grid?,The purpose of consulting SP PowerGrid is to ensure compliance with technical requirements.
157,Solar PV System Installation Requirements | Get Connected to the Power Grid | No subheader2 | ,What is the role of the appointed LEW when connecting a solar PV system in parallel to the power grid?,The appointed LEW will consult SP PowerGrid on the connection scheme and technical requirements.
158,Solar PV System Installation Requirements | Get Connected to the Power Grid | No subheader2 | ,What is the benefit of connecting a solar PV system in parallel to the power grid?,Connecting a solar PV system in parallel to the power grid allows for excess energy to be sold back to the grid.
159,Solar PV System Installation Requirements | Get Connected to the Power Grid | No subheader2 | ,What are the documents that set out the consultation process and technical requirements for connecting a solar PV system in parallel to the power grid?,"The Transmission Code, the Metering Code, and SPPG's handbook set out the consultation process and technical requirements."
160,Solar PV System Installation Requirements | Guidelines on Conservation and Development Control | No subheader2 | ,Where can architects find the conservation and development control guidelines for designing a development with a solar PV system installation?,Architects can find the respective guideline at URA’s website: http://www.ura.gov.sg/conservation/Cons%20Guidelines.pdf http://www.ura.gov.sg/circulars/text/dchandbook.html
161,Solar PV System Installation Requirements | Guidelines on Conservation and Development Control | No subheader2 | ,Who should architects contact if they have further enquiries on whether their installations conflict with the Urban Design or Development Control guidelines?,Architects may submit their enquiries to URA either in person or through a Qualified Person (QP) — a QP is either a registered architect or an engineer — with the accompanying plans of the structures on which the solar PV system will be installed.
162,Solar PV System Installation Requirements | Guidelines on Conservation and Development Control | No subheader2 | ,What is the email address for enquiries on conserved buildings?,The email address for enquiries on conserved buildings is ura_conservation_cso@ura.gov.sg.
163,Solar PV System Installation Requirements | Guidelines on Conservation and Development Control | No subheader2 | ,What is the telephone number for enquiries on conserved buildings?,The telephone number for enquiries on conserved buildings is 6329 3355.
164,Solar PV System Installation Requirements | Guidelines on Conservation and Development Control | No subheader2 | ,What is the email address for enquiries on non-conserved buildings?,The email address for enquiries on non-conserved buildings is ura_dcd@ura.gov.sg.
165,Solar PV System Installation Requirements | Guidelines on Conservation and Development Control | No subheader2 | ,What is the telephone number for enquiries on non-conserved buildings?,The telephone number for enquiries on non-conserved buildings is 6223 4811.
166,Solar PV System Installation Requirements | Guidelines on Conservation and Development Control | No subheader2 | ,Who can make a formal development application to URA?,A formal development application to URA must be made via a Qualified Person (QP) — a QP is either a registered architect or an engineer.
167,Solar PV System Installation Requirements | Guidelines on Conservation and Development Control | No subheader2 | ,Where can architects check the details for making a formal development application to URA?,Architects can check the details at the following web links: http://www.boa.gov.sg/register.html http://www.peb.gov.sg/peb/process/searchPe
168,Solar PV System Installation Requirements | Guidelines on Conservation and Development Control | No subheader2 | ,What is a Qualified Person (QP)?,A Qualified Person (QP) is either a registered architect or an engineer.
169,Solar PV System Installation Requirements | Guidelines on Conservation and Development Control | No subheader2 | ,What should architects provide when submitting enquiries to URA?,Architects should provide the accompanying plans of the structures on which the solar PV system will be installed when submitting enquiries to URA.
170,Solar PV System Installation Requirements | Sale of Solar PV Electricity | Contestable Consumers | ,Who needs to register with the Energy Market Company to participate in the wholesale electricity market in Singapore?,Contestable consumers generating electricity from a solar PV system.
171,Solar PV System Installation Requirements | Sale of Solar PV Electricity | Contestable Consumers | ,What is the wholesale electricity market in Singapore called?,The National Electricity Market of Singapore or NEMS.
172,Solar PV System Installation Requirements | Sale of Solar PV Electricity | Contestable Consumers | ,What do contestable consumers need to do to sell and get paid for the electricity they inject into the power grid?,Register with the Energy Market Company to participate in the wholesale electricity market.
173,Solar PV System Installation Requirements | Sale of Solar PV Electricity | Contestable Consumers | ,What type of system do contestable consumers need to generate electricity from to participate in the wholesale electricity market?,A solar PV system.
174,Solar PV System Installation Requirements | Sale of Solar PV Electricity | Contestable Consumers | ,What is the abbreviation for the Energy Market Company?,EMC.
175,Solar PV System Installation Requirements | Sale of Solar PV Electricity | Contestable Consumers | ,What is the purpose of the National Electricity Market of Singapore?,To facilitate the buying and selling of electricity in Singapore.
176,Solar PV System Installation Requirements | Sale of Solar PV Electricity | Contestable Consumers | ,What is a contestable consumer?,A consumer who has the option to choose their electricity retailer in Singapore.
177,Solar PV System Installation Requirements | Sale of Solar PV Electricity | Contestable Consumers | ,What is the difference between a contestable and non-contestable consumer?,"A contestable consumer has the option to choose their electricity retailer, while a non-contestable consumer does not."
178,Solar PV System Installation Requirements | Sale of Solar PV Electricity | Contestable Consumers | ,What is a PV system?,"A photovoltaic system, which is a type of solar power system that converts sunlight into electricity."
179,Solar PV System Installation Requirements | Sale of Solar PV Electricity | Contestable Consumers | ,What is the benefit of participating in the wholesale electricity market for contestable consumers?,They can sell and get paid for the electricity they generate from their solar PV system.
180,Solar PV System Installation Requirements | Sale of Solar PV Electricity | No subheader2 | ,What is the benefit of selling excess electricity generated from a grid-connected solar PV?,The excess electricity generated from a grid-connected solar PV can be sold back to the power grid.
181,Solar PV System Installation Requirements | Sale of Solar PV Electricity | No subheader2 | ,What are the arrangements needed to enable the sale of solar PV electricity?,The arrangements needed to enable the sale of solar PV electricity vary depending on whether you are a contestable or non-contestable consumer.
182,Solar PV System Installation Requirements | Sale of Solar PV Electricity | No subheader2 | ,How are consumers classified based on their average monthly electricity consumption?,Consumers are classified based on their average monthly electricity consumption into contestable and non-contestable consumers.
183,Solar PV System Installation Requirements | Sale of Solar PV Electricity | No subheader2 | ,Who are contestable consumers?,"Contestable consumers are non-residential consumers who use more than 10,000 kWh of electricity a month and have a choice of who they wish to buy their electricity from."
184,Solar PV System Installation Requirements | Sale of Solar PV Electricity | No subheader2 | ,What are the options for contestable consumers to purchase electricity?,"Contestable consumers may purchase electricity from a retailer, directly from the wholesale market (provided they are registered with the Energy Market Company as market participants), or indirectly from the wholesale market through SP Services."
185,Solar PV System Installation Requirements | Sale of Solar PV Electricity | No subheader2 | ,Who are non-contestable consumers?,"Non-contestable consumers comprise all the residential electricity users and non-residential consumers who use less than 10,000 kWh of electricity a month and are supplied with electricity by SP Services."
186,Solar PV System Installation Requirements | Sale of Solar PV Electricity | No subheader2 | ,What is the monthly electricity consumption threshold for non-contestable consumers?,"Non-contestable consumers use less than 10,000 kWh of electricity a month."
187,Solar PV System Installation Requirements | Sale of Solar PV Electricity | No subheader2 | ,Can non-contestable consumers choose who they buy their electricity from?,"No, non-contestable consumers are supplied with electricity by SP Services and do not have a choice of who they buy their electricity from."
188,Solar PV System Installation Requirements | Sale of Solar PV Electricity | No subheader2 | ,What is the Energy Market Company?,The Energy Market Company is a company that operates the wholesale electricity market in Singapore.
189,Solar PV System Installation Requirements | Sale of Solar PV Electricity | No subheader2 | ,What is SP Services?,SP Services is the sole electricity retailer and provider of market support services in Singapore's electricity market.
190,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Lightning Protection | ,What is the threat that solar PV systems are exposed to?,Solar PV systems are exposed to the threat of lightning strikes.
191,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Lightning Protection | ,What damage can lightning cause to the PV modules and inverters?,Lightning can cause damage to the PV modules and inverters.
192,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Lightning Protection | ,What must be done to ensure proper lightning protection for the solar PV system and the entire structure?,Extra care must be taken to ensure that proper lightning protection is provided for the solar PV system and the entire structure.
193,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Lightning Protection | ,What should be installed to protect the inverters on the DC side?,Appropriately rated surge arrestors should be installed to protect the inverters on the DC side.
194,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Lightning Protection | ,What is good practice when it comes to surge arrestors?,It is good practice to also install surge arrestors on the AC side.
195,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Lightning Protection | ,What must be done to properly ground the structures and PV module frames?,Structures and PV module frames must be properly grounded.
196,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Lightning Protection | ,What is the purpose of surge arrestors?,Surge arrestors protect against voltage spikes and surges caused by lightning strikes or other electrical disturbances.
197,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Lightning Protection | ,Why is it important to properly ground the structures and PV module frames?,Proper grounding helps to prevent electrical shock and damage to the equipment.
198,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Lightning Protection | ,What is the DC side of the inverter?,The DC side of the inverter is the side that connects to the solar panels.
199,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Lightning Protection | ,What is the AC side of the inverter?,The AC side of the inverter is the side that connects to the electrical grid or the building's electrical system.
200,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Structural Safety | ,What measures need to be taken for ensuring safety during installation of a solar PV system?,"The design of the structure must take into consideration the loading of the solar PV system installation, just like any other equipment mounted onto a building structure. For existing buildings, a professional structural engineer may be required to carry out an inspection of the roof structure, and do a calculation on the structural loading."
201,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Structural Safety | ,What is the role of a professional structural engineer in the installation of a solar PV system on an existing building?,"A professional structural engineer may be required to carry out an inspection of the roof structure, and do a calculation on the structural loading. If the roof is unable to withstand the loading of the solar PV system, structural plans will need to be submitted to the Building and Construction Authority (“BCA”) for approval before a building permit can be issued for commencement of installation works."
202,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Structural Safety | ,What is the importance of considering the loading of the solar PV system installation during the design of a new building?,"The design of the structure must take into consideration the loading of the solar PV system installation, just like any other equipment mounted onto a building structure. This is important for ensuring safety during installation."
203,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Structural Safety | ,What is the Building and Construction Authority (BCA)?,"The Building and Construction Authority (BCA) is a statutory board under the Ministry of National Development of Singapore. It regulates Singapore's building and construction industry to shape a safe, high quality, sustainable and friendly built environment."
204,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Structural Safety | ,What is the website for the application guideline for structural plans for solar PV system installation?,The application guideline is available at the following BCA’s website: http://www.bca.gov.sg/StructuralPlan/structural_plan_application.html
205,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Structural Safety | ,What is the consequence of installing a solar PV system on a roof that cannot withstand its loading?,"If the roof is unable to withstand the loading of the solar PV system, structural plans will need to be submitted to the Building and Construction Authority (“BCA”) for approval before a building permit can be issued for commencement of installation works."
206,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Structural Safety | ,What is the role of the Building and Construction Authority (BCA) in the installation of a solar PV system?,"The Building and Construction Authority (BCA) regulates Singapore's building and construction industry to shape a safe, high quality, sustainable and friendly built environment. It approves structural plans for solar PV system installation to ensure safety and compliance with regulations."
207,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Structural Safety | ,What is the importance of submitting structural plans for solar PV system installation to the Building and Construction Authority (BCA)?,Submitting structural plans for solar PV system installation to the Building and Construction Authority (BCA) ensures compliance with regulations and safety during installation. It also allows for approval of the building permit for commencement of installation works.
208,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Structural Safety | ,What is the consequence of not considering the loading of the solar PV system installation during the design of a new building?,Not considering the loading of the solar PV system installation during the design of a new building can lead to safety hazards during installation and operation of the system. It can also result in damage to the building structure.
209,Solar PV System Installation Requirements | Structural Safety and Lightning Protection | Structural Safety | ,What is the consequence of not submitting structural plans for solar PV system installation to the Building and Construction Authority (BCA)?,Not submitting structural plans for solar PV system installation to the Building and Construction Authority (BCA) can result in non-compliance with regulations and safety hazards during installation. It can also lead to rejection of the building permit for commencement of installation works.
210,Solar PV Systems on a Building | Aesthetic and Creative Approaches in Mounting PV Modules | No subheader2 | ,Where can customised PV modules be integrated?,"Customised PV modules can be integrated into the building façade, skylights, cladding, windows, and external shading devices."
211,Solar PV Systems on a Building | Aesthetic and Creative Approaches in Mounting PV Modules | No subheader2 | ,What is the benefit of integrating PV modules into the building façade?,Integrating PV modules into the building façade can be aesthetically pleasing and creative.
212,Solar PV Systems on a Building | Aesthetic and Creative Approaches in Mounting PV Modules | No subheader2 | ,Can PV modules be mounted on any part of the rooftop?,"Yes, PV modules can be mounted on any part of the rooftop that is well exposed to sunlight."
213,Solar PV Systems on a Building | Aesthetic and Creative Approaches in Mounting PV Modules | No subheader2 | ,What is the PV output capacity factor?,The PV output capacity factor is the ratio of the actual output of the PV installation at time (t) over its output if it had operated at full rated output.
214,Solar PV Systems on a Building | Aesthetic and Creative Approaches in Mounting PV Modules | No subheader2 | ,What are some external structures that PV modules can be integrated into?,PV modules can be integrated into external structures such as façades and canopies.
215,Solar PV Systems on a Building | Aesthetic and Creative Approaches in Mounting PV Modules | No subheader2 | ,What is shown in Figure 15?,Figure 15 shows PV modules integrated into a façade.
216,Solar PV Systems on a Building | Aesthetic and Creative Approaches in Mounting PV Modules | No subheader2 | ,What is shown in Figure 16?,Figure 16 shows PV modules integrated into a canopy.
217,Solar PV Systems on a Building | Aesthetic and Creative Approaches in Mounting PV Modules | No subheader2 | ,What is the purpose of external shading devices?,External shading devices can be used to block direct sunlight and reduce heat gain in a building.
218,Solar PV Systems on a Building | Aesthetic and Creative Approaches in Mounting PV Modules | No subheader2 | ,What is the benefit of integrating PV modules into external shading devices?,Integrating PV modules into external shading devices can provide both shading and electricity generation.
219,Solar PV Systems on a Building | Aesthetic and Creative Approaches in Mounting PV Modules | No subheader2 | ,Can PV modules be integrated into windows?,"Yes, PV modules can be integrated into windows to provide both shading and electricity generation."
220,Solar PV Systems on a Building | Avoid Shading PV Modules | No subheader2 | ,What is the impact of shading on crystalline silicon PV modules?,Shading of any single cell of a crystalline silicon PV module will drastically reduce the output of the entire PV module.
221,Solar PV Systems on a Building | Avoid Shading PV Modules | No subheader2 | ,Are thin film PV modules more tolerant to partial shading than crystalline silicon PV modules?,"Yes, thin film PV modules are more tolerant to partial shading than crystalline silicon PV modules."
222,Solar PV Systems on a Building | Avoid Shading PV Modules | No subheader2 | ,What are some typical culprits of shading for PV modules?,Shadows cast by tall trees and neighbouring buildings are typical culprits of shading for PV modules.
223,Solar PV Systems on a Building | Avoid Shading PV Modules | No subheader2 | ,Why should PV modules be free from shade?,PV modules should be free from shade because shading of any single cell of a crystalline silicon PV module will drastically reduce the output of the entire PV module.
224,Solar PV Systems on a Building | Avoid Shading PV Modules | No subheader2 | ,What type of PV module is more tolerant to partial shading?,Thin film PV modules are more tolerant to partial shading than crystalline silicon PV modules.
225,Solar PV Systems on a Building | Avoid Shading PV Modules | No subheader2 | ,What is the impact of shading on the output of a crystalline silicon PV module?,Shading of any single cell of a crystalline silicon PV module will drastically reduce the output of the entire PV module.
226,Solar PV Systems on a Building | Avoid Shading PV Modules | No subheader2 | ,What are some examples of shading culprits for PV modules?,Shadows cast by tall trees and neighbouring buildings are typical culprits of shading for PV modules.
227,Solar PV Systems on a Building | Avoid Shading PV Modules | No subheader2 | ,What is the main reason for PV modules to be free from shade?,Shading of any single cell of a crystalline silicon PV module will drastically reduce the output of the entire PV module.
228,Solar PV Systems on a Building | Avoid Shading PV Modules | No subheader2 | ,What is the difference in shading tolerance between thin film and crystalline silicon PV modules?,Thin film PV modules are more tolerant to partial shading than crystalline silicon PV modules.
229,Solar PV Systems on a Building | Avoid Shading PV Modules | No subheader2 | ,What are some common sources of shading for PV modules?,Shadows cast by tall trees and neighbouring buildings are typical culprits of shading for PV modules.
230,Solar PV Systems on a Building | Cost of a Solar PV System | No subheader2 | ,What factors affect the cost of a solar PV system?,"The cost of a solar PV system depends on factors such as system configuration, equipment options, labour cost, financing cost, whether your home is new, and whether the PV modules are integrated into the roof or mounted on the roof."
231,Solar PV Systems on a Building | Cost of a Solar PV System | No subheader2 | ,What determines the cost of a solar PV system?,"The cost of a solar PV system depends on factors such as system configuration, equipment options, labour cost, financing cost, whether your home is new, and whether the PV modules are integrated into the roof or mounted on the roof."
232,Solar PV Systems on a Building | Cost of a Solar PV System | No subheader2 | ,What are the operating costs of a solar PV system?,"The operating costs of a solar PV system are negligible, but the annual maintenance cost beyond the warranty period may amount to 0.5% to 1% of the capital cost of the installation."
233,Solar PV Systems on a Building | Cost of a Solar PV System | No subheader2 | ,Is solar PV-derived electricity cheaper than grid electricity?,"No, solar PV-derived electricity is still much more expensive than that from the power grid, even with the savings on the purchase of electricity from the grid."
234,Solar PV Systems on a Building | Cost of a Solar PV System | No subheader2 | ,Why is solar PV-derived electricity more expensive than grid electricity?,Solar PV-derived electricity is more expensive than grid electricity because of the high capital costs of solar PV systems.
235,Solar PV Systems on a Building | Cost of a Solar PV System | No subheader2 | ,How long does it take to recover the capital cost of a solar PV installation?,"It will take a long time to recover the capital cost of a solar PV installation, even with the savings on the purchase of electricity from the grid."
236,Solar PV Systems on a Building | Cost of a Solar PV System | No subheader2 | ,Has the cost of solar PV been decreasing?,"Yes, the cost of solar PV has historically been falling by about 4% a year."
237,Solar PV Systems on a Building | Cost of a Solar PV System | No subheader2 | ,When might solar PV be competitive with grid electricity?,"If the cost of solar PV continues to fall by about 4% a year, it may be competitive with grid electricity within the next 10 years."
238,Solar PV Systems on a Building | Cost of a Solar PV System | No subheader2 | ,What is the PV output capacity factor at a selected test site in Singapore?,The PV output capacity factor at a selected test site in Singapore is 16.
239,Solar PV Systems on a Building | Cost of a Solar PV System | No subheader2 | ,What incentives are available for solar PV systems?,"For incentives on solar PV systems, please refer to Appendix D."
240,Solar PV Systems on a Building | Installation Angle | No subheader2 | ,What is the best location for PV modules to be installed to maximise electricity production for use in Singapore?,"Right on top of a building, facing the sky."
241,Solar PV Systems on a Building | Installation Angle | No subheader2 | ,What are the possible installation options for PV modules?,Flat-mounted PV modules.
242,Solar PV Systems on a Building | Installation Angle | No subheader2 | ,Why do vertical façades and steeply sloped roofs tend to suffer a big loss in the ability to generate electricity?,Because of higher public visibility.
243,Solar PV Systems on a Building | Installation Angle | No subheader2 | ,How can the yield of PV modules be improved?,"By installing PV modules on trackers to follow the sun from east to west during the day (single-axis trackers), and from north to south during seasonal changes (dual-axis trackers)."
244,Solar PV Systems on a Building | Installation Angle | No subheader2 | ,Under what conditions can trackers improve system performance?,Under direct sunshine.
245,Solar PV Systems on a Building | Installation Angle | No subheader2 | ,What disadvantage do flat-mounted PV modules have?,They tend to get dirty from rain water and dust.
246,Solar PV Systems on a Building | Installation Angle | No subheader2 | ,What is the recommended incline for framed PV modules?,10-15 degrees.
247,Solar PV Systems on a Building | Installation Angle | No subheader2 | ,What is the recommended incline for unframed PV modules?,As little as 3-5 degrees.
248,Solar PV Systems on a Building | Installation Angle | No subheader2 | ,Why is it better to mount PV modules at an incline?,To allow rain water to properly drain off.
249,Solar PV Systems on a Building | Installation Angle | No subheader2 | ,Under what conditions do trackers give no advantage?,"In diffused sunlight conditions, such as on cloudy or hazy days."
250,Solar PV Systems on a Building | Introduction | No subheader2 | ,Where do PV modules work particularly well?,"PV modules work particularly well in Europe and North America, as south-facing façades in these regions are well exposed to the sun."
251,Solar PV Systems on a Building | Introduction | No subheader2 | ,Why do we have to consider the sun's path in Singapore?,"We have to consider the sun's path in Singapore because we are located near the Equator, and the path of the sun follows the Equator, with seasonal variations of up to 23.5 to the north or south."
252,Solar PV Systems on a Building | Introduction | No subheader2 | ,What are the optimal positions to locate PV modules in Singapore?,The optimal positions to locate PV modules in Singapore have to be taken into consideration due to the sun passing almost directly overhead. Refer to Appendix A for examples of solar PV systems on buildings in Singapore.
253,Solar PV Systems on a Building | Introduction | No subheader2 | ,Where can we find examples of solar PV systems on buildings in Singapore?,Appendix A provides examples of solar PV systems on buildings in Singapore.
254,Solar PV Systems on a Building | Introduction | No subheader2 | ,What is the path of the sun in Singapore?,"The path of the sun in Singapore follows the Equator, with seasonal variations of up to 23.5 to the north or south."
255,Solar PV Systems on a Building | Introduction | No subheader2 | ,Which regions have south-facing façades that are well exposed to the sun?,Europe and North America have south-facing façades that are well exposed to the sun.
256,Solar PV Systems on a Building | Introduction | No subheader2 | ,Why do PV modules work well in Europe and North America?,PV modules work well in Europe and North America because south-facing façades in these regions are well exposed to the sun.
257,Solar PV Systems on a Building | Introduction | No subheader2 | ,What is the Equator?,"The Equator is an imaginary line that circles the Earth, located at 0 degrees latitude."
258,Solar PV Systems on a Building | Introduction | No subheader2 | ,What is the latitude of Singapore?,"Singapore is located near the Equator, at a latitude of approximately 1.3 degrees north."
259,Solar PV Systems on a Building | Introduction | No subheader2 | ,What are seasonal variations in the sun's path?,"Seasonal variations in the sun's path refer to the changes in the sun's position in the sky throughout the year, which are caused by the tilt of the Earth's axis."
260,Solar PV Systems on a Building | Solar PV Output Profile | No subheader2 | ,What factors affect the output of a solar PV system?,"The output of a solar PV system varies with its rated output, temperature, weather conditions, and time of the day."
261,Solar PV Systems on a Building | Solar PV Output Profile | No subheader2 | ,When does a solar PV system produce electricity?,Solar PV only produces electricity when sunlight is available.
262,Solar PV Systems on a Building | Solar PV Output Profile | No subheader2 | ,What is capacity factor?,Capacity factor is the ratio of the actual output of a solar PV system over a period of time to its maximum possible output.
263,Solar PV Systems on a Building | Solar PV Output Profile | No subheader2 | ,What does Figure 17 show?,Figure 17 shows the power output profile of a PV installation at a selected test site in Singapore collected over a period from 2002-2004.
264,Solar PV Systems on a Building | Solar PV Output Profile | No subheader2 | ,Where was the PV installation located?,The PV installation was located at a selected test site in Singapore.
265,Solar PV Systems on a Building | Solar PV Output Profile | No subheader2 | ,What does the power output profile in Figure 17 indicate?,The power output profile in Figure 17 indicates a high variation of solar PV output.
266,Solar PV Systems on a Building | Solar PV Output Profile | No subheader2 | ,What is a façade skylight canopy?,A façade skylight canopy is a structure that combines a skylight and a canopy to provide natural light and shade.
267,Solar PV Systems on a Building | Solar PV Output Profile | No subheader2 | ,Does the output of a solar PV system remain constant throughout the day?,"No, the output of a solar PV system varies with time of the day."
268,Solar PV Systems on a Building | Solar PV Output Profile | No subheader2 | ,What is the maximum possible output of a solar PV system?,The maximum possible output of a solar PV system is its rated output.
269,Solar PV Systems on a Building | Solar PV Output Profile | No subheader2 | ,What is the period of time over which the power output profile in Figure 17 was collected?,The power output profile in Figure 17 was collected over a period from 2002-2004.
270,Solar PV Systems on a Building | Solar PV Yield | No subheader2 | ,What does the amount of electricity generated from a solar PV system depend on?,The amount of electricity generated from a solar PV system depends not only on the availability of sunshine but also on the technology you choose to install.
271,Solar PV Systems on a Building | Solar PV Yield | No subheader2 | ,What is the typical size of a rooftop solar PV system in Singapore?,A typical 10-kW rooftop solar PV system is used as an example in Singapore.
272,Solar PV Systems on a Building | Solar PV Yield | No subheader2 | ,How much electricity does a 10-kW rooftop solar PV system in Singapore produce annually with crystalline PV modules?,"A typical 10-kW rooftop solar PV system in Singapore would produce about 11,000 to 12,500 kWh annually using crystalline PV modules."
273,Solar PV Systems on a Building | Solar PV Yield | No subheader2 | ,How much electricity does a 10-kW rooftop solar PV system in Singapore produce annually with amorphous silicon thin film PV modules?,"A typical 10-kW rooftop solar PV system in Singapore would produce about 12,000 to 14,500 kWh annually with amorphous silicon thin film PV modules."
274,Solar PV Systems on a Building | Solar PV Yield | No subheader2 | ,What is the difference in electricity production between crystalline PV modules and amorphous silicon thin film PV modules for a 10-kW rooftop solar PV system in Singapore?,A 10-kW rooftop solar PV system in Singapore would produce more electricity annually with amorphous silicon thin film PV modules than with crystalline PV modules.
275,Solar PV Systems on a Building | Solar PV Yield | No subheader2 | ,Does the amount of sunshine affect the electricity production of a solar PV system?,"Yes, the amount of sunshine affects the electricity production of a solar PV system."
276,Solar PV Systems on a Building | Solar PV Yield | No subheader2 | ,What is the technology used in a typical 10-kW rooftop solar PV system in Singapore?,The technology used in a typical 10-kW rooftop solar PV system in Singapore is not specified.
277,Solar PV Systems on a Building | Solar PV Yield | No subheader2 | ,What is the range of electricity production for a 10-kW rooftop solar PV system in Singapore with crystalline PV modules?,"A typical 10-kW rooftop solar PV system in Singapore would produce about 11,000 to 12,500 kWh annually using crystalline PV modules."
278,Solar PV Systems on a Building | Solar PV Yield | No subheader2 | ,What is the range of electricity production for a 10-kW rooftop solar PV system in Singapore with amorphous silicon thin film PV modules?,"A typical 10-kW rooftop solar PV system in Singapore would produce about 12,000 to 14,500 kWh annually with amorphous silicon thin film PV modules."
279,Solar PV Systems on a Building | Solar PV Yield | No subheader2 | ,What factors affect the amount of electricity generated by a solar PV system?,The amount of electricity generated by a solar PV system is affected by the availability of sunshine and the technology used in the system.
280,Solar Photovoltaic (“PV”) Systems – An Overview | Design and Installation Checklist | No subheader2 | ,What is the first step in installing a solar PV system?,Set your budget and select a location.
281,Solar Photovoltaic (“PV”) Systems – An Overview | Design and Installation Checklist | No subheader2 | ,How do you estimate the size of the solar PV system you need?,Determine the energy requirement and estimate the size of the system.
282,Solar Photovoltaic (“PV”) Systems – An Overview | Design and Installation Checklist | No subheader2 | ,What should you do before installing a solar PV system?,"Perform a site survey for space needed, and access for maintenance."
283,Solar Photovoltaic (“PV”) Systems – An Overview | Design and Installation Checklist | No subheader2 | ,When should you engage a licensed electrical worker (LEW) for your solar PV system?,If your proposed solar PV system is to be connected to the electrical installation within the premises of the building and/or to be connected and operated in parallel to the power grid.
284,Solar Photovoltaic (“PV”) Systems – An Overview | Design and Installation Checklist | No subheader2 | ,What should you consider when selecting a PV module type and mounting method?,The type of PV module and the method of mounting.
285,Solar Photovoltaic (“PV”) Systems – An Overview | Design and Installation Checklist | No subheader2 | ,What should you consider when selecting an inverter for your PV array?,"The number of inverters needed, the type of inverter, and the location of inverters (accessible for inspection and maintenance)."
286,Solar Photovoltaic (“PV”) Systems – An Overview | Design and Installation Checklist | No subheader2 | ,What should you do before finalizing the mounting system?,Ensure there are fixing and mounting points available.
287,Solar Photovoltaic (“PV”) Systems – An Overview | Design and Installation Checklist | No subheader2 | ,What should you consider when ensuring the structure for mounting is safe?,"Additional loading by solar PV system is considered, wind loading is considered, and waterproofing is not compromised during installation."
288,Solar Photovoltaic (“PV”) Systems – An Overview | Design and Installation Checklist | No subheader2 | ,What should you consider when ensuring solar access?,Ensure the location to be mounted will get maximum exposure to sunlight and choose a location that is not shaded.
289,Solar Photovoltaic (“PV”) Systems – An Overview | Design and Installation Checklist | No subheader2 | ,Who is responsible for the design and implementation of the connection of your solar PV system to the electrical installation and/or power grid?,The licensed electrical worker (LEW) appointed for the job.
290,Solar Photovoltaic (“PV”) Systems – An Overview | Introduction | No subheader2 | ,What are the two main forms of energy delivered by the sun?,The two main forms of energy delivered by the sun are heat and light.
291,Solar Photovoltaic (“PV”) Systems – An Overview | Introduction | No subheader2 | ,What are the two main types of solar power systems?,The two main types of solar power systems are solar thermal systems and solar PV systems.
292,Solar Photovoltaic (“PV”) Systems – An Overview | Introduction | No subheader2 | ,What do solar thermal systems do?,Solar thermal systems trap heat to warm up water.
